Fecha,Consumo_m3,Precipitacion_mm,Poblacion
2009-07-11,2153.06,0.2,121550
2009-07-12,2153.06,0.2,121550
2009-07-13,2153.06,0.2,121550
2009-07-14,2153.06,0.2,121550
2009-07-15,2153.06,0.2,121550
2009-07-16,2153.06,0.2,121550
2009-07-17,2153.06,0.2,121550
2009-07-18,2153.06,0.2,121550
2009-07-19,2153.06,0.2,121550
2009-07-20,2153.06,0.2,121550
2009-07-21,2153.06,0.2,121550
2009-07-22,2153.06,0.2,121550
2009-07-23,2153.06,0.2,121550
2009-07-24,2153.06,0.2,121550
2009-07-25,2153.06,0.2,121550
2009-07-26,2153.06,0.2,121550
2009-07-27,2153.06,0.2,121550
2009-07-28,2153.06,0.2,121550
2009-07-29,2153.06,0.2,121550
2009-07-30,2153.06,0.2,121550
2009-07-31,2153.06,0.2,121550
2009-08-01,2083.52,0.65,121550
2009-08-02,2083.52,0.65,121550
2009-08-03,2083.52,0.65,121550
2009-08-04,2083.52,0.65,121550
2009-08-05,2083.52,0.65,121550
2009-08-06,2083.52,0.65,121550
2009-08-07,2083.52,0.65,121550
2009-08-08,2083.52,0.65,121550
2009-08-09,2083.52,0.65,121550
2009-08-10,2083.52,0.65,121550
2009-08-11,2083.52,0.65,121550
2009-08-12,2083.52,0.65,121550
2009-08-13,2083.52,0.65,121550
2009-08-14,2083.52,0.65,121550
2009-08-15,2083.52,0.65,121550
2009-08-16,2083.52,0.65,121550
2009-08-17,2083.52,0.65,121550
2009-08-18,2083.52,0.65,121550
2009-08-19,2083.52,0.65,121550
2009-08-20,2083.52,0.65,121550
2009-08-21,2083.52,0.65,121550
2009-08-22,2083.52,0.65,121550
2009-08-23,2083.52,0.65,121550
2009-08-24,2083.52,0.65,121550
2009-08-25,2083.52,0.65,121550
2009-08-26,2083.52,0.65,121550
2009-08-27,2083.52,0.65,121550
2009-08-28,2083.52,0.65,121550
2009-08-29,2083.52,0.65,121550
2009-08-30,2083.52,0.65,121550
2009-08-31,2083.52,0.65,121550
2009-09-01,1888.13,0.89,121550
2009-09-02,1888.13,0.89,121550
2009-09-03,1888.13,0.89,121550
2009-09-04,1888.13,0.89,121550
2009-09-05,1888.13,0.89,121550
2009-09-06,1888.13,0.89,121550
2009-09-07,1888.13,0.89,121550
2009-09-08,1888.13,0.89,121550
2009-09-09,1888.13,0.89,121550
2009-09-10,1888.13,0.89,121550
2009-09-11,1888.13,0.89,121550
2009-09-12,1888.13,0.89,121550
2009-09-13,1888.13,0.89,121550
2009-09-14,1888.13,0.89,121550
2009-09-15,1888.13,0.89,121550
2009-09-16,1888.13,0.89,121550
2009-09-17,1888.13,0.89,121550
2009-09-18,1888.13,0.89,121550
2009-09-19,1888.13,0.89,121550
2009-09-20,1888.13,0.89,121550
2009-09-21,1888.13,0.89,121550
2009-09-22,1888.13,0.89,121550
2009-09-23,1888.13,0.89,121550
2009-09-24,1888.13,0.89,121550
2009-09-25,1888.13,0.89,121550
2009-09-26,1888.13,0.89,121550
2009-09-27,1888.13,0.89,121550
2009-09-28,1888.13,0.89,121550
2009-09-29,1888.13,0.89,121550
2009-09-30,1888.13,0.89,121550
2009-10-01,1879.52,1.54,121550
2009-10-02,1879.52,1.54,121550
2009-10-03,1879.52,1.54,121550
2009-10-04,1879.52,1.54,121550
2009-10-05,1879.52,1.54,121550
2009-10-06,1879.52,1.54,121550
2009-10-07,1879.52,1.54,121550
2009-10-08,1879.52,1.54,121550
2009-10-09,1879.52,1.54,121550
2009-10-10,1879.52,1.54,121550
2009-10-11,1879.52,1.54,121550
2009-10-12,1879.52,1.54,121550
2009-10-13,1879.52,1.54,121550
2009-10-14,1879.52,1.54,121550
2009-10-15,1879.52,1.54,121550
2009-10-16,1879.52,1.54,121550
2009-10-17,1879.52,1.54,121550
2009-10-18,1879.52,1.54,121550
2009-10-19,1879.52,1.54,121550
2009-10-20,1879.52,1.54,121550
2009-10-21,1879.52,1.54,121550
2009-10-22,1879.52,1.54,121550
2009-10-23,1879.52,1.54,121550
2009-10-24,1879.52,1.54,121550
2009-10-25,1879.52,1.54,121550
2009-10-26,1879.52,1.54,121550
2009-10-27,1879.52,1.54,121550
2009-10-28,1879.52,1.54,121550
2009-10-29,1879.52,1.54,121550
2009-10-30,1879.52,1.54,121550
2009-10-31,1879.52,1.54,121550
2009-11-01,1887.37,2.11,121550
2009-11-02,1887.37,2.11,121550
2009-11-03,1887.37,2.11,121550
2009-11-04,1887.37,2.11,121550
2009-11-05,1887.37,2.11,121550
2009-11-06,1887.37,2.11,121550
2009-11-07,1887.37,2.11,121550
2009-11-08,1887.37,2.11,121550
2009-11-09,1887.37,2.11,121550
2009-11-10,1887.37,2.11,121550
2009-11-11,1887.37,2.11,121550
2009-11-12,1887.37,2.11,121550
2009-11-13,1887.37,2.11,121550
2009-11-14,1887.37,2.11,121550
2009-11-15,1887.37,2.11,121550
2009-11-16,1887.37,2.11,121550
2009-11-17,1887.37,2.11,121550
2009-11-18,1887.37,2.11,121550
2009-11-19,1887.37,2.11,121550
2009-11-20,1887.37,2.11,121550
2009-11-21,1887.37,2.11,121550
2009-11-22,1887.37,2.11,121550
2009-11-23,1887.37,2.11,121550
2009-11-24,1887.37,2.11,121550
2009-11-25,1887.37,2.11,121550
2009-11-26,1887.37,2.11,121550
2009-11-27,1887.37,2.11,121550
2009-11-28,1887.37,2.11,121550
2009-11-29,1887.37,2.11,121550
2009-11-30,1887.37,2.11,121550
2009-12-01,2061.81,1.93,121550
2009-12-02,2061.81,1.93,121550
2009-12-03,2061.81,1.93,121550
2009-12-04,2061.81,1.93,121550
2009-12-05,2061.81,1.93,121550
2009-12-06,2061.81,1.93,121550
2009-12-07,2061.81,1.93,121550
2009-12-08,2061.81,1.93,121550
2009-12-09,2061.81,1.93,121550
2009-12-10,2061.81,1.93,121550
2009-12-11,2061.81,1.93,121550
2009-12-12,2061.81,1.93,121550
2009-12-13,2061.81,1.93,121550
2009-12-14,2061.81,1.93,121550
2009-12-15,2061.81,1.93,121550
2009-12-16,2061.81,1.93,121550
2009-12-17,2061.81,1.93,121550
2009-12-18,2061.81,1.93,121550
2009-12-19,2061.81,1.93,121550
2009-12-20,2061.81,1.93,121550
2009-12-21,2061.81,1.93,121550
2009-12-22,2061.81,1.93,121550
2009-12-23,2061.81,1.93,121550
2009-12-24,2061.81,1.93,121550
2009-12-25,2061.81,1.93,121550
2009-12-26,2061.81,1.93,121550
2009-12-27,2061.81,1.93,121550
2009-12-28,2061.81,1.93,121550
2009-12-29,2061.81,1.93,121550
2009-12-30,2061.81,1.93,121550
2009-12-31,2061.81,1.93,121550
2010-01-01,1742.32,1.94,127628
2010-01-02,1742.32,1.94,127628
2010-01-03,1742.32,1.94,127628
2010-01-04,1742.32,1.94,127628
2010-01-05,1742.32,1.94,127628
2010-01-06,1742.32,1.94,127628
2010-01-07,1742.32,1.94,127628
2010-01-08,1742.32,1.94,127628
2010-01-09,1742.32,1.94,127628
2010-01-10,1742.32,1.94,127628
2010-01-11,1742.32,1.94,127628
2010-01-12,1742.32,1.94,127628
2010-01-13,1742.32,1.94,127628
2010-01-14,1742.32,1.94,127628
2010-01-15,1742.32,1.94,127628
2010-01-16,1742.32,1.94,127628
2010-01-17,1742.32,1.94,127628
2010-01-18,1742.32,1.94,127628
2010-01-19,1742.32,1.94,127628
2010-01-20,1742.32,1.94,127628
2010-01-21,1742.32,1.94,127628
2010-01-22,1742.32,1.94,127628
2010-01-23,1742.32,1.94,127628
2010-01-24,1742.32,1.94,127628
2010-01-25,1742.32,1.94,127628
2010-01-26,1742.32,1.94,127628
2010-01-27,1742.32,1.94,127628
2010-01-28,1742.32,1.94,127628
2010-01-29,1742.32,1.94,127628
2010-01-30,1742.32,1.94,127628
2010-01-31,1742.32,1.94,127628
2010-02-01,1829.43,3.91,127628
2010-02-02,1829.43,3.91,127628
2010-02-03,1829.43,3.91,127628
2010-02-04,1829.43,3.91,127628
2010-02-05,1829.43,3.91,127628
2010-02-06,1829.43,3.91,127628
2010-02-07,1829.43,3.91,127628
2010-02-08,1829.43,3.91,127628
2010-02-09,1829.43,3.91,127628
2010-02-10,1829.43,3.91,127628
2010-02-11,1829.43,3.91,127628
2010-02-12,1829.43,3.91,127628
2010-02-13,1829.43,3.91,127628
2010-02-14,1829.43,3.91,127628
2010-02-15,1829.43,3.91,127628
2010-02-16,1829.43,3.91,127628
2010-02-17,1829.43,3.91,127628
2010-02-18,1829.43,3.91,127628
2010-02-19,1829.43,3.91,127628
2010-02-20,1829.43,3.91,127628
2010-02-21,1829.43,3.91,127628
2010-02-22,1829.43,3.91,127628
2010-02-23,1829.43,3.91,127628
2010-02-24,1829.43,3.91,127628
2010-02-25,1829.43,3.91,127628
2010-02-26,1829.43,3.91,127628
2010-02-27,1829.43,3.91,127628
2010-02-28,1829.43,3.91,127628
2010-03-01,1719.87,1.57,127628
2010-03-02,1719.87,1.57,127628
2010-03-03,1719.87,1.57,127628
2010-03-04,1719.87,1.57,127628
2010-03-05,1719.87,1.57,127628
2010-03-06,1719.87,1.57,127628
2010-03-07,1719.87,1.57,127628
2010-03-08,1719.87,1.57,127628
2010-03-09,1719.87,1.57,127628
2010-03-10,1719.87,1.57,127628
2010-03-11,1719.87,1.57,127628
2010-03-12,1719.87,1.57,127628
2010-03-13,1719.87,1.57,127628
2010-03-14,1719.87,1.57,127628
2010-03-15,1719.87,1.57,127628
2010-03-16,1719.87,1.57,127628
2010-03-17,1719.87,1.57,127628
2010-03-18,1719.87,1.57,127628
2010-03-19,1719.87,1.57,127628
2010-03-20,1719.87,1.57,127628
2010-03-21,1719.87,1.57,127628
2010-03-22,1719.87,1.57,127628
2010-03-23,1719.87,1.57,127628
2010-03-24,1719.87,1.57,127628
2010-03-25,1719.87,1.57,127628
2010-03-26,1719.87,1.57,127628
2010-03-27,1719.87,1.57,127628
2010-03-28,1719.87,1.57,127628
2010-03-29,1719.87,1.57,127628
2010-03-30,1719.87,1.57,127628
2010-03-31,1719.87,1.57,127628
2010-04-01,1932.13,2.82,127628
2010-04-02,1932.13,2.82,127628
2010-04-03,1932.13,2.82,127628
2010-04-04,1932.13,2.82,127628
2010-04-05,1932.13,2.82,127628
2010-04-06,1932.13,2.82,127628
2010-04-07,1932.13,2.82,127628
2010-04-08,1932.13,2.82,127628
2010-04-09,1932.13,2.82,127628
2010-04-10,1932.13,2.82,127628
2010-04-11,1932.13,2.82,127628
2010-04-12,1932.13,2.82,127628
2010-04-13,1932.13,2.82,127628
2010-04-14,1932.13,2.82,127628
2010-04-15,1932.13,2.82,127628
2010-04-16,1932.13,2.82,127628
2010-04-17,1932.13,2.82,127628
2010-04-18,1932.13,2.82,127628
2010-04-19,1932.13,2.82,127628
2010-04-20,1932.13,2.82,127628
2010-04-21,1932.13,2.82,127628
2010-04-22,1932.13,2.82,127628
2010-04-23,1932.13,2.82,127628
2010-04-24,1932.13,2.82,127628
2010-04-25,1932.13,2.82,127628
2010-04-26,1932.13,2.82,127628
2010-04-27,1932.13,2.82,127628
2010-04-28,1932.13,2.82,127628
2010-04-29,1932.13,2.82,127628
2010-04-30,1932.13,2.82,127628
2010-05-01,1980.16,0.71,127628
2010-05-02,1980.16,0.71,127628
2010-05-03,1980.16,0.71,127628
2010-05-04,1980.16,0.71,127628
2010-05-05,1980.16,0.71,127628
2010-05-06,1980.16,0.71,127628
2010-05-07,1980.16,0.71,127628
2010-05-08,1980.16,0.71,127628
2010-05-09,1980.16,0.71,127628
2010-05-10,1980.16,0.71,127628
2010-05-11,1980.16,0.71,127628
2010-05-12,1980.16,0.71,127628
2010-05-13,1980.16,0.71,127628
2010-05-14,1980.16,0.71,127628
2010-05-15,1980.16,0.71,127628
2010-05-16,1980.16,0.71,127628
2010-05-17,1980.16,0.71,127628
2010-05-18,1980.16,0.71,127628
2010-05-19,1980.16,0.71,127628
2010-05-20,1980.16,0.71,127628
2010-05-21,1980.16,0.71,127628
2010-05-22,1980.16,0.71,127628
2010-05-23,1980.16,0.71,127628
2010-05-24,1980.16,0.71,127628
2010-05-25,1980.16,0.71,127628
2010-05-26,1980.16,0.71,127628
2010-05-27,1980.16,0.71,127628
2010-05-28,1980.16,0.71,127628
2010-05-29,1980.16,0.71,127628
2010-05-30,1980.16,0.71,127628
2010-05-31,1980.16,0.71,127628
2010-06-01,2193.6,0.33,127628
2010-06-02,2193.6,0.33,127628
2010-06-03,2193.6,0.33,127628
2010-06-04,2193.6,0.33,127628
2010-06-05,2193.6,0.33,127628
2010-06-06,2193.6,0.33,127628
2010-06-07,2193.6,0.33,127628
2010-06-08,2193.6,0.33,127628
2010-06-09,2193.6,0.33,127628
2010-06-10,2193.6,0.33,127628
2010-06-11,2193.6,0.33,127628
2010-06-12,2193.6,0.33,127628
2010-06-13,2193.6,0.33,127628
2010-06-14,2193.6,0.33,127628
2010-06-15,2193.6,0.33,127628
2010-06-16,2193.6,0.33,127628
2010-06-17,2193.6,0.33,127628
2010-06-18,2193.6,0.33,127628
2010-06-19,2193.6,0.33,127628
2010-06-20,2193.6,0.33,127628
2010-06-21,2193.6,0.33,127628
2010-06-22,2193.6,0.33,127628
2010-06-23,2193.6,0.33,127628
2010-06-24,2193.6,0.33,127628
2010-06-25,2193.6,0.33,127628
2010-06-26,2193.6,0.33,127628
2010-06-27,2193.6,0.33,127628
2010-06-28,2193.6,0.33,127628
2010-06-29,2193.6,0.33,127628
2010-06-30,2193.6,0.33,127628
2010-07-01,2098.1,0.35,127628
2010-07-02,2098.1,0.35,127628
2010-07-03,2098.1,0.35,127628
2010-07-04,2098.1,0.35,127628
2010-07-05,2098.1,0.35,127628
2010-07-06,2098.1,0.35,127628
2010-07-07,2098.1,0.35,127628
2010-07-08,2098.1,0.35,127628
2010-07-09,2098.1,0.35,127628
2010-07-10,2098.1,0.35,127628
2010-07-11,2098.1,0.35,127628
2010-07-12,2098.1,0.35,127628
2010-07-13,2098.1,0.35,127628
2010-07-14,2098.1,0.35,127628
2010-07-15,2098.1,0.35,127628
2010-07-16,2098.1,0.35,127628
2010-07-17,2098.1,0.35,127628
2010-07-18,2098.1,0.35,127628
2010-07-19,2098.1,0.35,127628
2010-07-20,2098.1,0.35,127628
2010-07-21,2098.1,0.35,127628
2010-07-22,2098.1,0.35,127628
2010-07-23,2098.1,0.35,127628
2010-07-24,2098.1,0.35,127628
2010-07-25,2098.1,0.35,127628
2010-07-26,2098.1,0.35,127628
2010-07-27,2098.1,0.35,127628
2010-07-28,2098.1,0.35,127628
2010-07-29,2098.1,0.35,127628
2010-07-30,2098.1,0.35,127628
2010-07-31,2098.1,0.35,127628
2010-08-01,2178.35,0.84,127628
2010-08-02,2178.35,0.84,127628
2010-08-03,2178.35,0.84,127628
2010-08-04,2178.35,0.84,127628
2010-08-05,2178.35,0.84,127628
2010-08-06,2178.35,0.84,127628
2010-08-07,2178.35,0.84,127628
2010-08-08,2178.35,0.84,127628
2010-08-09,2178.35,0.84,127628
2010-08-10,2178.35,0.84,127628
2010-08-11,2178.35,0.84,127628
2010-08-12,2178.35,0.84,127628
2010-08-13,2178.35,0.84,127628
2010-08-14,2178.35,0.84,127628
2010-08-15,2178.35,0.84,127628
2010-08-16,2178.35,0.84,127628
2010-08-17,2178.35,0.84,127628
2010-08-18,2178.35,0.84,127628
2010-08-19,2178.35,0.84,127628
2010-08-20,2178.35,0.84,127628
2010-08-21,2178.35,0.84,127628
2010-08-22,2178.35,0.84,127628
2010-08-23,2178.35,0.84,127628
2010-08-24,2178.35,0.84,127628
2010-08-25,2178.35,0.84,127628
2010-08-26,2178.35,0.84,127628
2010-08-27,2178.35,0.84,127628
2010-08-28,2178.35,0.84,127628
2010-08-29,2178.35,0.84,127628
2010-08-30,2178.35,0.84,127628
2010-08-31,2178.35,0.84,127628
2010-09-01,2047.73,0.82,127628
2010-09-02,2047.73,0.82,127628
2010-09-03,2047.73,0.82,127628
2010-09-04,2047.73,0.82,127628
2010-09-05,2047.73,0.82,127628
2010-09-06,2047.73,0.82,127628
2010-09-07,2047.73,0.82,127628
2010-09-08,2047.73,0.82,127628
2010-09-09,2047.73,0.82,127628
2010-09-10,2047.73,0.82,127628
2010-09-11,2047.73,0.82,127628
2010-09-12,2047.73,0.82,127628
2010-09-13,2047.73,0.82,127628
2010-09-14,2047.73,0.82,127628
2010-09-15,2047.73,0.82,127628
2010-09-16,2047.73,0.82,127628
2010-09-17,2047.73,0.82,127628
2010-09-18,2047.73,0.82,127628
2010-09-19,2047.73,0.82,127628
2010-09-20,2047.73,0.82,127628
2010-09-21,2047.73,0.82,127628
2010-09-22,2047.73,0.82,127628
2010-09-23,2047.73,0.82,127628
2010-09-24,2047.73,0.82,127628
2010-09-25,2047.73,0.82,127628
2010-09-26,2047.73,0.82,127628
2010-09-27,2047.73,0.82,127628
2010-09-28,2047.73,0.82,127628
2010-09-29,2047.73,0.82,127628
2010-09-30,2047.73,0.82,127628
2010-10-01,1953.19,3.04,127628
2010-10-02,1953.19,3.04,127628
2010-10-03,1953.19,3.04,127628
2010-10-04,1953.19,3.04,127628
2010-10-05,1953.19,3.04,127628
2010-10-06,1953.19,3.04,127628
2010-10-07,1953.19,3.04,127628
2010-10-08,1953.19,3.04,127628
2010-10-09,1953.19,3.04,127628
2010-10-10,1953.19,3.04,127628
2010-10-11,1953.19,3.04,127628
2010-10-12,1953.19,3.04,127628
2010-10-13,1953.19,3.04,127628
2010-10-14,1953.19,3.04,127628
2010-10-15,1953.19,3.04,127628
2010-10-16,1953.19,3.04,127628
2010-10-17,1953.19,3.04,127628
2010-10-18,1953.19,3.04,127628
2010-10-19,1953.19,3.04,127628
2010-10-20,1953.19,3.04,127628
2010-10-21,1953.19,3.04,127628
2010-10-22,1953.19,3.04,127628
2010-10-23,1953.19,3.04,127628
2010-10-24,1953.19,3.04,127628
2010-10-25,1953.19,3.04,127628
2010-10-26,1953.19,3.04,127628
2010-10-27,1953.19,3.04,127628
2010-10-28,1953.19,3.04,127628
2010-10-29,1953.19,3.04,127628
2010-10-30,1953.19,3.04,127628
2010-10-31,1953.19,3.04,127628
2010-11-01,2045.0,2.49,127628
2010-11-02,2045.0,2.49,127628
2010-11-03,2045.0,2.49,127628
2010-11-04,2045.0,2.49,127628
2010-11-05,2045.0,2.49,127628
2010-11-06,2045.0,2.49,127628
2010-11-07,2045.0,2.49,127628
2010-11-08,2045.0,2.49,127628
2010-11-09,2045.0,2.49,127628
2010-11-10,2045.0,2.49,127628
2010-11-11,2045.0,2.49,127628
2010-11-12,2045.0,2.49,127628
2010-11-13,2045.0,2.49,127628
2010-11-14,2045.0,2.49,127628
2010-11-15,2045.0,2.49,127628
2010-11-16,2045.0,2.49,127628
2010-11-17,2045.0,2.49,127628
2010-11-18,2045.0,2.49,127628
2010-11-19,2045.0,2.49,127628
2010-11-20,2045.0,2.49,127628
2010-11-21,2045.0,2.49,127628
2010-11-22,2045.0,2.49,127628
2010-11-23,2045.0,2.49,127628
2010-11-24,2045.0,2.49,127628
2010-11-25,2045.0,2.49,127628
2010-11-26,2045.0,2.49,127628
2010-11-27,2045.0,2.49,127628
2010-11-28,2045.0,2.49,127628
2010-11-29,2045.0,2.49,127628
2010-11-30,2045.0,2.49,127628
2010-12-01,2221.71,3.54,127628
2010-12-02,2221.71,3.54,127628
2010-12-03,2221.71,3.54,127628
2010-12-04,2221.71,3.54,127628
2010-12-05,2221.71,3.54,127628
2010-12-06,2221.71,3.54,127628
2010-12-07,2221.71,3.54,127628
2010-12-08,2221.71,3.54,127628
2010-12-09,2221.71,3.54,127628
2010-12-10,2221.71,3.54,127628
2010-12-11,2221.71,3.54,127628
2010-12-12,2221.71,3.54,127628
2010-12-13,2221.71,3.54,127628
2010-12-14,2221.71,3.54,127628
2010-12-15,2221.71,3.54,127628
2010-12-16,2221.71,3.54,127628
2010-12-17,2221.71,3.54,127628
2010-12-18,2221.71,3.54,127628
2010-12-19,2221.71,3.54,127628
2010-12-20,2221.71,3.54,127628
2010-12-21,2221.71,3.54,127628
2010-12-22,2221.71,3.54,127628
2010-12-23,2221.71,3.54,127628
2010-12-24,2221.71,3.54,127628
2010-12-25,2221.71,3.54,127628
2010-12-26,2221.71,3.54,127628
2010-12-27,2221.71,3.54,127628
2010-12-28,2221.71,3.54,127628
2010-12-29,2221.71,3.54,127628
2010-12-30,2221.71,3.54,127628
2010-12-31,2221.71,3.54,127628
2011-01-01,1860.39,3.18,134009
2011-01-02,1860.39,3.18,134009
2011-01-03,1860.39,3.18,134009
2011-01-04,1860.39,3.18,134009
2011-01-05,1860.39,3.18,134009
2011-01-06,1860.39,3.18,134009
2011-01-07,1860.39,3.18,134009
2011-01-08,1860.39,3.18,134009
2011-01-09,1860.39,3.18,134009
2011-01-10,1860.39,3.18,134009
2011-01-11,1860.39,3.18,134009
2011-01-12,1860.39,3.18,134009
2011-01-13,1860.39,3.18,134009
2011-01-14,1860.39,3.18,134009
2011-01-15,1860.39,3.18,134009
2011-01-16,1860.39,3.18,134009
2011-01-17,1860.39,3.18,134009
2011-01-18,1860.39,3.18,134009
2011-01-19,1860.39,3.18,134009
2011-01-20,1860.39,3.18,134009
2011-01-21,1860.39,3.18,134009
2011-01-22,1860.39,3.18,134009
2011-01-23,1860.39,3.18,134009
2011-01-24,1860.39,3.18,134009
2011-01-25,1860.39,3.18,134009
2011-01-26,1860.39,3.18,134009
2011-01-27,1860.39,3.18,134009
2011-01-28,1860.39,3.18,134009
2011-01-29,1860.39,3.18,134009
2011-01-30,1860.39,3.18,134009
2011-01-31,1860.39,3.18,134009
2011-02-01,2059.14,2.69,134009
2011-02-02,2059.14,2.69,134009
2011-02-03,2059.14,2.69,134009
2011-02-04,2059.14,2.69,134009
2011-02-05,2059.14,2.69,134009
2011-02-06,2059.14,2.69,134009
2011-02-07,2059.14,2.69,134009
2011-02-08,2059.14,2.69,134009
2011-02-09,2059.14,2.69,134009
2011-02-10,2059.14,2.69,134009
2011-02-11,2059.14,2.69,134009
2011-02-12,2059.14,2.69,134009
2011-02-13,2059.14,2.69,134009
2011-02-14,2059.14,2.69,134009
2011-02-15,2059.14,2.69,134009
2011-02-16,2059.14,2.69,134009
2011-02-17,2059.14,2.69,134009
2011-02-18,2059.14,2.69,134009
2011-02-19,2059.14,2.69,134009
2011-02-20,2059.14,2.69,134009
2011-02-21,2059.14,2.69,134009
2011-02-22,2059.14,2.69,134009
2011-02-23,2059.14,2.69,134009
2011-02-24,2059.14,2.69,134009
2011-02-25,2059.14,2.69,134009
2011-02-26,2059.14,2.69,134009
2011-02-27,2059.14,2.69,134009
2011-02-28,2059.14,2.69,134009
2011-03-01,1753.03,1.88,134009
2011-03-02,1753.03,1.88,134009
2011-03-03,1753.03,1.88,134009
2011-03-04,1753.03,1.88,134009
2011-03-05,1753.03,1.88,134009
2011-03-06,1753.03,1.88,134009
2011-03-07,1753.03,1.88,134009
2011-03-08,1753.03,1.88,134009
2011-03-09,1753.03,1.88,134009
2011-03-10,1753.03,1.88,134009
2011-03-11,1753.03,1.88,134009
2011-03-12,1753.03,1.88,134009
2011-03-13,1753.03,1.88,134009
2011-03-14,1753.03,1.88,134009
2011-03-15,1753.03,1.88,134009
2011-03-16,1753.03,1.88,134009
2011-03-17,1753.03,1.88,134009
2011-03-18,1753.03,1.88,134009
2011-03-19,1753.03,1.88,134009
2011-03-20,1753.03,1.88,134009
2011-03-21,1753.03,1.88,134009
2011-03-22,1753.03,1.88,134009
2011-03-23,1753.03,1.88,134009
2011-03-24,1753.03,1.88,134009
2011-03-25,1753.03,1.88,134009
2011-03-26,1753.03,1.88,134009
2011-03-27,1753.03,1.88,134009
2011-03-28,1753.03,1.88,134009
2011-03-29,1753.03,1.88,134009
2011-03-30,1753.03,1.88,134009
2011-03-31,1753.03,1.88,134009
2011-04-01,2039.63,3.53,134009
2011-04-02,2039.63,3.53,134009
2011-04-03,2039.63,3.53,134009
2011-04-04,2039.63,3.53,134009
2011-04-05,2039.63,3.53,134009
2011-04-06,2039.63,3.53,134009
2011-04-07,2039.63,3.53,134009
2011-04-08,2039.63,3.53,134009
2011-04-09,2039.63,3.53,134009
2011-04-10,2039.63,3.53,134009
2011-04-11,2039.63,3.53,134009
2011-04-12,2039.63,3.53,134009
2011-04-13,2039.63,3.53,134009
2011-04-14,2039.63,3.53,134009
2011-04-15,2039.63,3.53,134009
2011-04-16,2039.63,3.53,134009
2011-04-17,2039.63,3.53,134009
2011-04-18,2039.63,3.53,134009
2011-04-19,2039.63,3.53,134009
2011-04-20,2039.63,3.53,134009
2011-04-21,2039.63,3.53,134009
2011-04-22,2039.63,3.53,134009
2011-04-23,2039.63,3.53,134009
2011-04-24,2039.63,3.53,134009
2011-04-25,2039.63,3.53,134009
2011-04-26,2039.63,3.53,134009
2011-04-27,2039.63,3.53,134009
2011-04-28,2039.63,3.53,134009
2011-04-29,2039.63,3.53,134009
2011-04-30,2039.63,3.53,134009
2011-05-01,1942.68,0.43,134009
2011-05-02,1942.68,0.43,134009
2011-05-03,1942.68,0.43,134009
2011-05-04,1942.68,0.43,134009
2011-05-05,1942.68,0.43,134009
2011-05-06,1942.68,0.43,134009
2011-05-07,1942.68,0.43,134009
2011-05-08,1942.68,0.43,134009
2011-05-09,1942.68,0.43,134009
2011-05-10,1942.68,0.43,134009
2011-05-11,1942.68,0.43,134009
2011-05-12,1942.68,0.43,134009
2011-05-13,1942.68,0.43,134009
2011-05-14,1942.68,0.43,134009
2011-05-15,1942.68,0.43,134009
2011-05-16,1942.68,0.43,134009
2011-05-17,1942.68,0.43,134009
2011-05-18,1942.68,0.43,134009
2011-05-19,1942.68,0.43,134009
2011-05-20,1942.68,0.43,134009
2011-05-21,1942.68,0.43,134009
2011-05-22,1942.68,0.43,134009
2011-05-23,1942.68,0.43,134009
2011-05-24,1942.68,0.43,134009
2011-05-25,1942.68,0.43,134009
2011-05-26,1942.68,0.43,134009
2011-05-27,1942.68,0.43,134009
2011-05-28,1942.68,0.43,134009
2011-05-29,1942.68,0.43,134009
2011-05-30,1942.68,0.43,134009
2011-05-31,1942.68,0.43,134009
2011-06-01,2405.77,0.55,134009
2011-06-02,2405.77,0.55,134009
2011-06-03,2405.77,0.55,134009
2011-06-04,2405.77,0.55,134009
2011-06-05,2405.77,0.55,134009
2011-06-06,2405.77,0.55,134009
2011-06-07,2405.77,0.55,134009
2011-06-08,2405.77,0.55,134009
2011-06-09,2405.77,0.55,134009
2011-06-10,2405.77,0.55,134009
2011-06-11,2405.77,0.55,134009
2011-06-12,2405.77,0.55,134009
2011-06-13,2405.77,0.55,134009
2011-06-14,2405.77,0.55,134009
2011-06-15,2405.77,0.55,134009
2011-06-16,2405.77,0.55,134009
2011-06-17,2405.77,0.55,134009
2011-06-18,2405.77,0.55,134009
2011-06-19,2405.77,0.55,134009
2011-06-20,2405.77,0.55,134009
2011-06-21,2405.77,0.55,134009
2011-06-22,2405.77,0.55,134009
2011-06-23,2405.77,0.55,134009
2011-06-24,2405.77,0.55,134009
2011-06-25,2405.77,0.55,134009
2011-06-26,2405.77,0.55,134009
2011-06-27,2405.77,0.55,134009
2011-06-28,2405.77,0.55,134009
2011-06-29,2405.77,0.55,134009
2011-06-30,2405.77,0.55,134009
2011-07-01,2176.9,0.66,134009
2011-07-02,2176.9,0.66,134009
2011-07-03,2176.9,0.66,134009
2011-07-04,2176.9,0.66,134009
2011-07-05,2176.9,0.66,134009
2011-07-06,2176.9,0.66,134009
2011-07-07,2176.9,0.66,134009
2011-07-08,2176.9,0.66,134009
2011-07-09,2176.9,0.66,134009
2011-07-10,2176.9,0.66,134009
2011-07-11,2176.9,0.66,134009
2011-07-12,2176.9,0.66,134009
2011-07-13,2176.9,0.66,134009
2011-07-14,2176.9,0.66,134009
2011-07-15,2176.9,0.66,134009
